County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Morris|Supreme Court Justice- 01|Carol A. Beier - NO|651|39|256806|37
Morris|Supreme Court Justice- 02|Dan Biles  - YES|956|59|424952|62
Morris|Supreme Court Justice- 02|Dan Biles - NO|664|41|261169|38
Morris|Supreme Court Justice- 03|Lawton R. Nuss  - YES|978|59|428828|63
Morris|Supreme Court Justice- 03|Lawton R. Nuss - NO|674|41|257019|38
Morris|Supreme Court Justice- 05|Marla J. Luckert  - YES|995|60|428714|63
Morris|Supreme Court Justice- 05|Marla J. Luckert - NO|665|40|255057|37
Morris|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1893|93|710255|89
Morris|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|140|7|91004|11
Morris|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1259|63|493764|62
Morris|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|740|37|297382|38
Morton|United States Senate|D-Lisa Johnston|70|7|215270|26
Morton|United States Senate|L-Michael Wm. Dann|16|2|17437|2
Morton|United States Senate|F-Joseph (Joe) K. Bellis|15|2|11356|1
Morton|United States Senate|R-Jerry Moran|887|90|578768|70
Morton|United States House of Representatives 001|D-Alan Jilka|105|11|43385|23
Morton|United States House of Representatives 001|L-Jack Warner|27|3|6415|3
Morton|United States House of Representatives 001|R-Tim Huelskamp|852|87|140447|74
Morton|Governor / Lt. Governor|D-Tom Holland|96|10|264214|32
Morton|Governor / Lt. Governor|L-Andrew P. Gray|26|3|21932|3
Morton|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|14|1|15050|2
Morton|Governor / Lt. Governor|R-Sam Brownback|848|86|522540|63
Morton|Secretary of State|D-Chris Biggs|147|15|302102|37
Morton|Secretary of State|L-Phillip Horatio Lucas|18|2|16946|2
Morton|Secretary of State|F-Derek Langseth|16|2|13482|2
Morton|Secretary of State|R-Kris Kobach|772|81|482979|59
Morton|Attorney General|D-Steve Six|211|22|342004|42
Morton|Attorney General|L-Dennis Hawver|31|3|24000|3
Morton|Attorney General|R-Derek Schmidt|736|75|453629|55
Morton|State Treasurer|D-Dennis McKinney|254|27|334245|41
Morton|State Treasurer|R-Ron Estes|690|73|474175|59
Morton|Supreme Court Justice- 01|Carol A. Beier  - YES|453|58|439474|63
Morton|Supreme Court Justice- 01|Carol A. Beier - NO|325|42|256806|37
Morton|Supreme Court Justice- 02|Dan Biles  - YES|449|59|424952|62
Morton|Supreme Court Justice- 02|Dan Biles - NO|316|41|261169|38
Morton|Supreme Court Justice- 03|Lawton R. Nuss  - YES|458|60|428828|63
Morton|Supreme Court Justice- 03|Lawton R. Nuss - NO|311|40|257019|38
Morton|Supreme Court Justice- 05|Marla J. Luckert  - YES|450|59|428714|63
Morton|Supreme Court Justice- 05|Marla J. Luckert - NO|316|41|255057|37
Morton|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|876|95|710255|89
Morton|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|50|5|91004|11
Morton|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|549|59|493764|62
Morton|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|377|41|297382|38
Nemaha|United States Senate|D-Lisa Johnston|645|16|215270|26
Nemaha|United States Senate|L-Michael Wm. Dann|67|2|17437|2
Nemaha|United States Senate|F-Joseph (Joe) K. Bellis|42|1|11356|1
Nemaha|United States Senate|R-Jerry Moran|3387|82|578768|70
Nemaha|United States House of Representatives 001|D-Alan Jilka|572|21|43385|23
Nemaha|United States House of Representatives 001|L-Jack Warner|94|3|6415|3
Nemaha|United States House of Representatives 001|R-Tim Huelskamp|2102|76|140447|74
Nemaha|United States House of Representatives 002|D-Cheryl Hudspeth|278|22|65448|32
Nemaha|United States House of Representatives 002|L-Robert Garrard|68|5|9166|5
Nemaha|United States House of Representatives 002|R-Lynn Jenkins|939|73|128083|63
Nemaha|Governor / Lt. Governor|D-Tom Holland|931|22|264214|32
Nemaha|Governor / Lt. Governor|L-Andrew P. Gray|100|2|21932|3
Nemaha|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|138|3|15050|2
Nemaha|Governor / Lt. Governor|R-Sam Brownback|2986|72|522540|63
Nemaha|Secretary of State|D-Chris Biggs|1237|31|302102|37
Nemaha|Secretary of State|L-Phillip Horatio Lucas|63|2|16946|2
Nemaha|Secretary of State|F-Derek Langseth|71|2|13482|2
Nemaha|Secretary of State|R-Kris Kobach|2637|66|482979|59
Nemaha|Attorney General|D-Steve Six|1444|35|342004|42
Nemaha|Attorney General|L-Dennis Hawver|124|3|24000|3
Nemaha|Attorney General|R-Derek Schmidt|2535|62|453629|55
Nemaha|State Treasurer|D-Dennis McKinney|1569|39|334245|41
Nemaha|State Treasurer|R-Ron Estes|2433|61|474175|59
Nemaha|Kansas House of Representatives 062|D-Steve Lukert|2069|49|3307|46
Nemaha|Kansas House of Representatives 062|R-Randy Garber|2126|51|3863|54
Nemaha|Supreme Court Justice- 01|Carol A. Beier  - YES|1939|60|439474|63
Nemaha|Supreme Court Justice- 01|Carol A. Beier - NO|1305|40|256806|37
Nemaha|Supreme Court Justice- 02|Dan Biles  - YES|1812|58|424952|62
Nemaha|Supreme Court Justice- 02|Dan Biles - NO|1290|42|261169|38
Nemaha|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1799|58|428828|63
Nemaha|Supreme Court Justice- 03|Lawton R. Nuss - NO|1284|42|257019|38
Nemaha|Supreme Court Justice- 05|Marla J. Luckert  - YES|1929|61|428714|63
Nemaha|Supreme Court Justice- 05|Marla J. Luckert - NO|1249|39|255057|37
Nemaha|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|3614|92|710255|89
Nemaha|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|311|8|91004|11
Nemaha|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|2419|64|493764|62
Nemaha|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1351|36|297382|38
Neosho|United States Senate|D-Lisa Johnston|1139|24|215270|26
Neosho|United States Senate|L-Michael Wm. Dann|123|3|17437|2
Neosho|United States Senate|F-Joseph (Joe) K. Bellis|77|2|11356|1
Neosho|United States Senate|R-Jerry Moran|3338|71|578768|70
Neosho|United States House of Representatives 002|D-Cheryl Hudspeth|1231|26|65448|32
Neosho|United States House of Representatives 002|L-Robert Garrard|173|4|9166|5
Neosho|United States House of Representatives 002|R-Lynn Jenkins|3271|70|128083|63
Neosho|Governor / Lt. Governor|D-Tom Holland|1368|29|264214|32
Neosho|Governor / Lt. Governor|L-Andrew P. Gray|125|3|21932|3
Neosho|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|92|2|15050|2
Neosho|Governor / Lt. Governor|R-Sam Brownback|3134|66|522540|63
Neosho|Secretary of State|D-Chris Biggs|1425|31|302102|37
Neosho|Secretary of State|L-Phillip Horatio Lucas|128|3|16946|2
Neosho|Secretary of State|F-Derek Langseth|100|2|13482|2
Neosho|Secretary of State|R-Kris Kobach|2972|64|482979|59
Neosho|Attorney General|D-Steve Six|1524|33|342004|42
Neosho|Attorney General|L-Dennis Hawver|126|3|24000|3
Neosho|Attorney General|R-Derek Schmidt|3018|65|453629|55
Neosho|State Treasurer|D-Dennis McKinney|2103|46|334245|41
Neosho|State Treasurer|R-Ron Estes|2467|54|474175|59
Neosho|Member, State Board of Education 009|D-Robert E. Medford|1357|30|22129|32
Neosho|Member, State Board of Education 009|R-Jana Shaver|3152|70|48156|69
Neosho|Supreme Court Justice- 01|Carol A. Beier  - YES|2143|53|439474|63
Neosho|Supreme Court Justice- 01|Carol A. Beier - NO|1937|48|256806|37
Neosho|Supreme Court Justice- 02|Dan Biles  - YES|1994|51|424952|62
Neosho|Supreme Court Justice- 02|Dan Biles - NO|1953|50|261169|38
Neosho|Supreme Court Justice- 03|Lawton R. Nuss  - YES|2038|52|428828|63
Neosho|Supreme Court Justice- 03|Lawton R. Nuss - NO|1919|49|257019|38
Neosho|Supreme Court Justice- 05|Marla J. Luckert  - YES|2051|52|428714|63
Neosho|Supreme Court Justice- 05|Marla J. Luckert - NO|1880|48|255057|37
Neosho|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|4258|93|710255|89
Neosho|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|334|7|91004|11
Neosho|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|2690|60|493764|62
Neosho|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1815|40|297382|38
Ness|United States Senate|D-Lisa Johnston|49|4|215270|26
Ness|United States Senate|L-Michael Wm. Dann|16|1|17437|2
Ness|United States Senate|F-Joseph (Joe) K. Bellis|4|0|11356|1
Ness|United States Senate|R-Jerry Moran|1063|94|578768|70
Ness|United States House of Representatives 001|D-Alan Jilka|130|12|43385|23
Ness|United States House of Representatives 001|L-Jack Warner|38|3|6415|3
Ness|United States House of Representatives 001|R-Tim Huelskamp|953|85|140447|74
Ness|Governor / Lt. Governor|D-Tom Holland|157|14|264214|32
Ness|Governor / Lt. Governor|L-Andrew P. Gray|14|1|21932|3
Ness|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|11|1|15050|2
Ness|Governor / Lt. Governor|R-Sam Brownback|954|84|522540|63
Ness|Secretary of State|D-Chris Biggs|267|25|302102|37
Ness|Secretary of State|L-Phillip Horatio Lucas|15|1|16946|2
Ness|Secretary of State|F-Derek Langseth|6|1|13482|2
Ness|Secretary of State|R-Kris Kobach|801|74|482979|59
Ness|Attorney General|D-Steve Six|313|28|342004|42
Ness|Attorney General|L-Dennis Hawver|23|2|24000|3
Ness|Attorney General|R-Derek Schmidt|782|70|453629|55
Ness|State Treasurer|D-Dennis McKinney|379|35|334245|41
Ness|State Treasurer|R-Ron Estes|705|65|474175|59
Ness|Supreme Court Justice- 01|Carol A. Beier  - YES|525|60|439474|63
Ness|Supreme Court Justice- 01|Carol A. Beier - NO|349|40|256806|37
Ness|Supreme Court Justice- 02|Dan Biles  - YES|500|58|424952|62
Ness|Supreme Court Justice- 02|Dan Biles - NO|361|42|261169|38
Ness|Supreme Court Justice- 03|Lawton R. Nuss  - YES|542|63|428828|63
Ness|Supreme Court Justice- 03|Lawton R. Nuss - NO|321|37|257019|38
Ness|Supreme Court Justice- 05|Marla J. Luckert  - YES|498|59|428714|63
Ness|Supreme Court Justice- 05|Marla J. Luckert - NO|350|41|255057|37
Ness|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|981|93|710255|89
Ness|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|79|8|91004|11
Ness|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|623|61|493764|62
Ness|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|407|40|297382|38
Norton|United States Senate|D-Lisa Johnston|156|9|215270|26
Norton|United States Senate|L-Michael Wm. Dann|31|2|17437|2
Norton|United States Senate|F-Joseph (Joe) K. Bellis|14|1|11356|1
Norton|United States Senate|R-Jerry Moran|1523|88|578768|70
Norton|United States House of Representatives 001|D-Alan Jilka|324|19|43385|23
Norton|United States House of Representatives 001|L-Jack Warner|45|3|6415|3
Norton|United States House of Representatives 001|R-Tim Huelskamp|1338|78|140447|74
Norton|Governor / Lt. Governor|D-Tom Holland|285|17|264214|32
Norton|Governor / Lt. Governor|L-Andrew P. Gray|55|3|21932|3
Norton|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|36|2|15050|2
Norton|Governor / Lt. Governor|R-Sam Brownback|1337|78|522540|63
Norton|Secretary of State|D-Chris Biggs|418|25|302102|37
Norton|Secretary of State|L-Phillip Horatio Lucas|35|2|16946|2
Norton|Secretary of State|F-Derek Langseth|24|1|13482|2
Norton|Secretary of State|R-Kris Kobach|1212|72|482979|59
Norton|Attorney General|D-Steve Six|472|28|342004|42
Norton|Attorney General|L-Dennis Hawver|46|3|24000|3
Norton|Attorney General|R-Derek Schmidt|1191|70|453629|55
Norton|State Treasurer|D-Dennis McKinney|520|32|334245|41
Norton|State Treasurer|R-Ron Estes|1130|69|474175|59
Norton|Kansas House of Representatives 120|D-Robert Strevey|438|26|1406|20
Norton|Kansas House of Representatives 120|R-Ward Cassidy|1271|74|5618|80
Norton|Supreme Court Justice- 01|Carol A. Beier  - YES|834|59|439474|63
Norton|Supreme Court Justice- 01|Carol A. Beier - NO|574|41|256806|37
Norton|Supreme Court Justice- 02|Dan Biles  - YES|804|59|424952|62
Norton|Supreme Court Justice- 02|Dan Biles - NO|566|41|261169|38
Norton|Supreme Court Justice- 03|Lawton R. Nuss  - YES|829|61|428828|63
Norton|Supreme Court Justice- 03|Lawton R. Nuss - NO|541|40|257019|38
Norton|Supreme Court Justice- 05|Marla J. Luckert  - YES|805|59|428714|63
Norton|Supreme Court Justice- 05|Marla J. Luckert - NO|556|41|255057|37
Norton|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1553|95|710255|89
Norton|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|84|5|91004|11
Norton|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|982|61|493764|62
Norton|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|631|39|297382|38
Osage|United States Senate|D-Lisa Johnston|1236|22|215270|26
Osage|United States Senate|L-Michael Wm. Dann|242|4|17437|2
Osage|United States Senate|F-Joseph (Joe) K. Bellis|95|2|11356|1
Osage|United States Senate|R-Jerry Moran|3992|72|578768|70
Osage|United States House of Representatives 002|D-Cheryl Hudspeth|1468|27|65448|32
Osage|United States House of Representatives 002|L-Robert Garrard|390|7|9166|5
Osage|United States House of Representatives 002|R-Lynn Jenkins|3678|66|128083|63
Osage|Governor / Lt. Governor|D-Tom Holland|1719|31|264214|32
Osage|Governor / Lt. Governor|L-Andrew P. Gray|334|6|21932|3
Osage|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|120|2|15050|2
Osage|Governor / Lt. Governor|R-Sam Brownback|3393|61|522540|63
Osage|Secretary of State|D-Chris Biggs|1942|35|302102|37
Osage|Secretary of State|L-Phillip Horatio Lucas|139|3|16946|2
Osage|Secretary of State|F-Derek Langseth|124|2|13482|2
Osage|Secretary of State|R-Kris Kobach|3326|60|482979|59
Osage|Attorney General|D-Steve Six|2228|40|342004|42
Osage|Attorney General|L-Dennis Hawver|262|5|24000|3
Osage|Attorney General|R-Derek Schmidt|3064|55|453629|55
Osage|State Treasurer|D-Dennis McKinney|2095|38|334245|41
Osage|State Treasurer|R-Ron Estes|3409|62|474175|59
Osage|Kansas Senate 017|D-Jerry Karr|441|38|8108|44
Osage|Kansas Senate 017|R-Jeff Longbine|731|62|10475|56
Osage|Kansas House of Representatives 059|D-Blossom W. Barth|1366|25|1910|26
Osage|Kansas House of Representatives 059|R-William R. Prescott|4125|75|5385|74
Osage|Member, State Board of Education 009|D-Robert E. Medford|329|29|22129|32
Osage|Member, State Board of Education 009|R-Jana Shaver|789|71|48156|69
Osage|Supreme Court Justice- 01|Carol A. Beier  - YES|2688|54|439474|63
Osage|Supreme Court Justice- 01|Carol A. Beier - NO|2270|46|256806|37
Osage|Supreme Court Justice- 02|Dan Biles  - YES|2541|52|424952|62
Osage|Supreme Court Justice- 02|Dan Biles - NO|2374|48|261169|38
Osage|Supreme Court Justice- 03|Lawton R. Nuss  - YES|2543|52|428828|63
Osage|Supreme Court Justice- 03|Lawton R. Nuss - NO|2324|48|257019|38
Osage|Supreme Court Justice- 05|Marla J. Luckert  - YES|2604|54|428714|63
Osage|Supreme Court Justice- 05|Marla J. Luckert - NO|2265|47|255057|37
Osage|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|4968|92|710255|89
Osage|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|443|8|91004|11
Osage|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3374|63|493764|62
Osage|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1963|37|297382|38
Osborne|United States Senate|D-Lisa Johnston|82|6|215270|26
Osborne|United States Senate|L-Michael Wm. Dann|10|1|17437|2
Osborne|United States Senate|F-Joseph (Joe) K. Bellis|22|2|11356|1
Osborne|United States Senate|R-Jerry Moran|1230|92|578768|70
Osborne|United States House of Representatives 001|D-Alan Jilka|231|18|43385|23
Osborne|United States House of Representatives 001|L-Jack Warner|49|4|6415|3
Osborne|United States House of Representatives 001|R-Tim Huelskamp|1043|79|140447|74
Osborne|Governor / Lt. Governor|D-Tom Holland|212|16|264214|32
Osborne|Governor / Lt. Governor|L-Andrew P. Gray|36|3|21932|3
Osborne|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|31|2|15050|2
Osborne|Governor / Lt. Governor|R-Sam Brownback|1052|79|522540|63
Osborne|Secretary of State|D-Chris Biggs|332|26|302102|37
Osborne|Secretary of State|L-Phillip Horatio Lucas|32|3|16946|2
Osborne|Secretary of State|F-Derek Langseth|24|2|13482|2
Osborne|Secretary of State|R-Kris Kobach|909|70|482979|59
Osborne|Attorney General|D-Steve Six|530|40|342004|42
Osborne|Attorney General|L-Dennis Hawver|31|2|24000|3
Osborne|Attorney General|R-Derek Schmidt|768|58|453629|55
Osborne|State Treasurer|D-Dennis McKinney|455|36|334245|41
Osborne|State Treasurer|R-Ron Estes|822|64|474175|59
Osborne|Supreme Court Justice- 01|Carol A. Beier  - YES|659|57|439474|63
Osborne|Supreme Court Justice- 01|Carol A. Beier - NO|495|43|256806|37
Osborne|Supreme Court Justice- 02|Dan Biles  - YES|610|54|424952|62
Osborne|Supreme Court Justice- 02|Dan Biles - NO|511|46|261169|38
Osborne|Supreme Court Justice- 03|Lawton R. Nuss  - YES|620|57|428828|63
Osborne|Supreme Court Justice- 03|Lawton R. Nuss - NO|470|43|257019|38
Osborne|Supreme Court Justice- 05|Marla J. Luckert  - YES|591|55|428714|63
Osborne|Supreme Court Justice- 05|Marla J. Luckert - NO|490|45|255057|37
Osborne|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1221|95|710255|89
Osborne|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|67|5|91004|11
Osborne|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|776|62|493764|62
Osborne|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|467|38|297382|38
Ottawa|United States Senate|D-Lisa Johnston|197|9|215270|26
Ottawa|United States Senate|L-Michael Wm. Dann|50|2|17437|2
Ottawa|United States Senate|F-Joseph (Joe) K. Bellis|18|1|11356|1
Ottawa|United States Senate|R-Jerry Moran|1894|88|578768|70
Ottawa|United States House of Representatives 001|D-Alan Jilka|459|21|43385|23
Ottawa|United States House of Representatives 001|L-Jack Warner|69|3|6415|3
Ottawa|United States House of Representatives 001|R-Tim Huelskamp|1621|75|140447|74
Ottawa|Governor / Lt. Governor|D-Tom Holland|354|16|264214|32
Ottawa|Governor / Lt. Governor|L-Andrew P. Gray|84|4|21932|3
Ottawa|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|55|3|15050|2
Ottawa|Governor / Lt. Governor|R-Sam Brownback|1683|77|522540|63
Ottawa|Secretary of State|D-Chris Biggs|577|27|302102|37
Ottawa|Secretary of State|L-Phillip Horatio Lucas|57|3|16946|2
Ottawa|Secretary of State|F-Derek Langseth|33|2|13482|2
Ottawa|Secretary of State|R-Kris Kobach|1493|69|482979|59
Ottawa|Attorney General|D-Steve Six|643|30|342004|42
Ottawa|Attorney General|L-Dennis Hawver|72|3|24000|3
Ottawa|Attorney General|R-Derek Schmidt|1454|67|453629|55
Ottawa|State Treasurer|D-Dennis McKinney|704|33|334245|41
Ottawa|State Treasurer|R-Ron Estes|1425|67|474175|59
Ottawa|Supreme Court Justice- 01|Carol A. Beier  - YES|998|51|439474|63
Ottawa|Supreme Court Justice- 01|Carol A. Beier - NO|942|49|256806|37
Ottawa|Supreme Court Justice- 02|Dan Biles  - YES|959|50|424952|62
Ottawa|Supreme Court Justice- 02|Dan Biles - NO|956|50|261169|38
Ottawa|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1063|55|428828|63
Ottawa|Supreme Court Justice- 03|Lawton R. Nuss - NO|888|46|257019|38
Ottawa|Supreme Court Justice- 05|Marla J. Luckert  - YES|969|51|428714|63
Ottawa|Supreme Court Justice- 05|Marla J. Luckert - NO|950|50|255057|37
Ottawa|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2004|95|710255|89
Ottawa|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|116|6|91004|11
Ottawa|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1303|62|493764|62
Ottawa|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|805|38|297382|38
Pawnee|United States Senate|D-Lisa Johnston|219|10|215270|26
Pawnee|United States Senate|L-Michael Wm. Dann|17|1|17437|2
Pawnee|United States Senate|F-Joseph (Joe) K. Bellis|8|0|11356|1
Pawnee|United States Senate|R-Jerry Moran|1929|89|578768|70
Pawnee|United States House of Representatives 001|D-Alan Jilka|472|22|43385|23
Pawnee|United States House of Representatives 001|L-Jack Warner|61|3|6415|3
Pawnee|United States House of Representatives 001|R-Tim Huelskamp|1617|75|140447|74
Pawnee|Governor / Lt. Governor|D-Tom Holland|494|23|264214|32
