County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Lincoln|Supreme Court Justice- 02|Dan Biles  - YES|507|50|424952|62
Lincoln|Supreme Court Justice- 02|Dan Biles - NO|500|50|261169|38
Lincoln|Supreme Court Justice- 03|Lawton R. Nuss  - YES|580|57|428828|63
Lincoln|Supreme Court Justice- 03|Lawton R. Nuss - NO|444|43|257019|38
Lincoln|Supreme Court Justice- 05|Marla J. Luckert  - YES|521|52|428714|63
Lincoln|Supreme Court Justice- 05|Marla J. Luckert - NO|478|48|255057|37
Lincoln|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1103|95|710255|89
Lincoln|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|55|5|91004|11
Lincoln|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|698|62|493764|62
Lincoln|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|422|38|297382|38
Linn|United States Senate|D-Lisa Johnston|585|20|215270|26
Linn|United States Senate|L-Michael Wm. Dann|86|3|17437|2
Linn|United States Senate|F-Joseph (Joe) K. Bellis|52|2|11356|1
Linn|United States Senate|R-Jerry Moran|2203|75|578768|70
Linn|United States House of Representatives 002|D-Cheryl Hudspeth|558|19|65448|32
Linn|United States House of Representatives 002|L-Robert Garrard|141|5|9166|5
Linn|United States House of Representatives 002|R-Lynn Jenkins|2218|76|128083|63
Linn|Governor / Lt. Governor|D-Tom Holland|644|22|264214|32
Linn|Governor / Lt. Governor|L-Andrew P. Gray|99|3|21932|3
Linn|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|73|3|15050|2
Linn|Governor / Lt. Governor|R-Sam Brownback|2132|72|522540|63
Linn|Secretary of State|D-Chris Biggs|690|24|302102|37
Linn|Secretary of State|L-Phillip Horatio Lucas|72|3|16946|2
Linn|Secretary of State|F-Derek Langseth|66|2|13482|2
Linn|Secretary of State|R-Kris Kobach|2079|72|482979|59
Linn|Attorney General|D-Steve Six|923|32|342004|42
Linn|Attorney General|L-Dennis Hawver|129|5|24000|3
Linn|Attorney General|R-Derek Schmidt|1839|64|453629|55
Linn|State Treasurer|D-Dennis McKinney|1000|35|334245|41
Linn|State Treasurer|R-Ron Estes|1886|65|474175|59
Linn|Kansas House of Representatives 004|D-Shirley J. Palmer|992|34|2652|40
Linn|Kansas House of Representatives 004|R-Caryn Tyson|1966|67|3997|60
Linn|Supreme Court Justice- 01|Carol A. Beier  - YES|1327|53|439474|63
Linn|Supreme Court Justice- 01|Carol A. Beier - NO|1170|47|256806|37
Linn|Supreme Court Justice- 02|Dan Biles  - YES|1244|51|424952|62
Linn|Supreme Court Justice- 02|Dan Biles - NO|1186|49|261169|38
Linn|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1267|52|428828|63
Linn|Supreme Court Justice- 03|Lawton R. Nuss - NO|1169|48|257019|38
Linn|Supreme Court Justice- 05|Marla J. Luckert  - YES|1275|52|428714|63
Linn|Supreme Court Justice- 05|Marla J. Luckert - NO|1159|48|255057|37
Linn|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2646|93|710255|89
Linn|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|190|7|91004|11
Linn|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1771|64|493764|62
Linn|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1006|36|297382|38
Logan|United States Senate|D-Lisa Johnston|77|7|215270|26
Logan|United States Senate|L-Michael Wm. Dann|9|1|17437|2
Logan|United States Senate|F-Joseph (Joe) K. Bellis|5|1|11356|1
Logan|United States Senate|R-Jerry Moran|1009|92|578768|70
Logan|United States House of Representatives 001|D-Alan Jilka|139|13|43385|23
Logan|United States House of Representatives 001|L-Jack Warner|22|2|6415|3
Logan|United States House of Representatives 001|R-Tim Huelskamp|929|85|140447|74
Logan|Governor / Lt. Governor|D-Tom Holland|135|12|264214|32
Logan|Governor / Lt. Governor|L-Andrew P. Gray|18|2|21932|3
Logan|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|20|2|15050|2
Logan|Governor / Lt. Governor|R-Sam Brownback|916|84|522540|63
Logan|Secretary of State|D-Chris Biggs|196|19|302102|37
Logan|Secretary of State|L-Phillip Horatio Lucas|20|2|16946|2
Logan|Secretary of State|F-Derek Langseth|12|1|13482|2
Logan|Secretary of State|R-Kris Kobach|826|78|482979|59
Logan|Attorney General|D-Steve Six|256|24|342004|42
Logan|Attorney General|L-Dennis Hawver|35|3|24000|3
Logan|Attorney General|R-Derek Schmidt|776|73|453629|55
Logan|State Treasurer|D-Dennis McKinney|328|32|334245|41
Logan|State Treasurer|R-Ron Estes|714|69|474175|59
Logan|Supreme Court Justice- 01|Carol A. Beier  - YES|397|45|439474|63
Logan|Supreme Court Justice- 01|Carol A. Beier - NO|486|55|256806|37
Logan|Supreme Court Justice- 02|Dan Biles  - YES|371|43|424952|62
Logan|Supreme Court Justice- 02|Dan Biles - NO|487|57|261169|38
Logan|Supreme Court Justice- 03|Lawton R. Nuss  - YES|411|47|428828|63
Logan|Supreme Court Justice- 03|Lawton R. Nuss - NO|456|53|257019|38
Logan|Supreme Court Justice- 05|Marla J. Luckert  - YES|369|43|428714|63
Logan|Supreme Court Justice- 05|Marla J. Luckert - NO|490|57|255057|37
Logan|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|972|94|710255|89
Logan|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|67|6|91004|11
Logan|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|606|60|493764|62
Logan|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|399|40|297382|38
Lyon|United States Senate|D-Lisa Johnston|2071|24|215270|26
Lyon|United States Senate|L-Michael Wm. Dann|184|2|17437|2
Lyon|United States Senate|F-Joseph (Joe) K. Bellis|103|1|11356|1
Lyon|United States Senate|R-Jerry Moran|6226|73|578768|70
Lyon|United States House of Representatives 001|D-Alan Jilka|2932|35|43385|23
Lyon|United States House of Representatives 001|L-Jack Warner|373|4|6415|3
Lyon|United States House of Representatives 001|R-Tim Huelskamp|5111|61|140447|74
Lyon|Governor / Lt. Governor|D-Tom Holland|3215|38|264214|32
Lyon|Governor / Lt. Governor|L-Andrew P. Gray|259|3|21932|3
Lyon|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|158|2|15050|2
Lyon|Governor / Lt. Governor|R-Sam Brownback|4952|58|522540|63
Lyon|Secretary of State|D-Chris Biggs|3693|44|302102|37
Lyon|Secretary of State|L-Phillip Horatio Lucas|176|2|16946|2
Lyon|Secretary of State|F-Derek Langseth|142|2|13482|2
Lyon|Secretary of State|R-Kris Kobach|4409|52|482979|59
Lyon|Attorney General|D-Steve Six|3882|46|342004|42
Lyon|Attorney General|L-Dennis Hawver|253|3|24000|3
Lyon|Attorney General|R-Derek Schmidt|4273|51|453629|55
Lyon|State Treasurer|D-Dennis McKinney|3867|46|334245|41
Lyon|State Treasurer|R-Ron Estes|4482|54|474175|59
Lyon|Kansas Senate 017|D-Jerry Karr|4676|54|8108|44
Lyon|Kansas Senate 017|R-Jeff Longbine|3914|46|10475|56
Lyon|Kansas House of Representatives 060|D-Michael Mike Dorcey|1445|31|1445|31
Lyon|Kansas House of Representatives 060|R-Don Hill|3283|69|3283|69
Lyon|Kansas House of Representatives 076|D-Susan G. Fowler|1422|37|2143|31
Lyon|Kansas House of Representatives 076|R-Peggy Mast|2377|63|4692|69
Lyon|Member, State Board of Education 009|D-Robert E. Medford|2574|32|22129|32
Lyon|Member, State Board of Education 009|R-Jana Shaver|5589|69|48156|69
Lyon|Supreme Court Justice- 01|Carol A. Beier  - YES|4886|64|439474|63
Lyon|Supreme Court Justice- 01|Carol A. Beier - NO|2701|36|256806|37
Lyon|Supreme Court Justice- 02|Dan Biles  - YES|4692|62|424952|62
Lyon|Supreme Court Justice- 02|Dan Biles - NO|2823|38|261169|38
Lyon|Supreme Court Justice- 03|Lawton R. Nuss  - YES|4690|63|428828|63
Lyon|Supreme Court Justice- 03|Lawton R. Nuss - NO|2804|37|257019|38
Lyon|Supreme Court Justice- 05|Marla J. Luckert  - YES|4743|63|428714|63
Lyon|Supreme Court Justice- 05|Marla J. Luckert - NO|2739|37|255057|37
Lyon|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|7678|90|710255|89
Lyon|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|863|10|91004|11
Lyon|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5220|62|493764|62
Lyon|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3205|38|297382|38
Marion|United States Senate|D-Lisa Johnston|558|13|215270|26
Marion|United States Senate|L-Michael Wm. Dann|53|1|17437|2
Marion|United States Senate|F-Joseph (Joe) K. Bellis|36|1|11356|1
Marion|United States Senate|R-Jerry Moran|3809|86|578768|70
Marion|United States House of Representatives 001|D-Alan Jilka|962|22|43385|23
Marion|United States House of Representatives 001|L-Jack Warner|105|2|6415|3
Marion|United States House of Representatives 001|R-Tim Huelskamp|3362|76|140447|74
Marion|Governor / Lt. Governor|D-Tom Holland|884|20|264214|32
Marion|Governor / Lt. Governor|L-Andrew P. Gray|87|2|21932|3
Marion|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|65|2|15050|2
Marion|Governor / Lt. Governor|R-Sam Brownback|3397|77|522540|63
Marion|Secretary of State|D-Chris Biggs|1145|26|302102|37
Marion|Secretary of State|L-Phillip Horatio Lucas|91|2|16946|2
Marion|Secretary of State|F-Derek Langseth|81|2|13482|2
Marion|Secretary of State|R-Kris Kobach|3046|70|482979|59
Marion|Attorney General|D-Steve Six|1311|30|342004|42
Marion|Attorney General|L-Dennis Hawver|134|3|24000|3
Marion|Attorney General|R-Derek Schmidt|2972|67|453629|55
Marion|State Treasurer|D-Dennis McKinney|1384|32|334245|41
Marion|State Treasurer|R-Ron Estes|2981|68|474175|59
Marion|Kansas Senate 017|D-Jerry Karr|1074|30|8108|44
Marion|Kansas Senate 017|R-Jeff Longbine|2550|70|10475|56
Marion|Member, State Board of Education 009|D-Robert E. Medford|723|21|22129|32
Marion|Member, State Board of Education 009|R-Jana Shaver|2731|79|48156|69
Marion|Supreme Court Justice- 01|Carol A. Beier  - YES|2258|60|439474|63
Marion|Supreme Court Justice- 01|Carol A. Beier - NO|1512|40|256806|37
Marion|Supreme Court Justice- 02|Dan Biles  - YES|2201|59|424952|62
Marion|Supreme Court Justice- 02|Dan Biles - NO|1504|41|261169|38
Marion|Supreme Court Justice- 03|Lawton R. Nuss  - YES|2258|61|428828|63
Marion|Supreme Court Justice- 03|Lawton R. Nuss - NO|1466|39|257019|38
Marion|Supreme Court Justice- 05|Marla J. Luckert  - YES|2196|59|428714|63
Marion|Supreme Court Justice- 05|Marla J. Luckert - NO|1503|41|255057|37
Marion|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|3832|91|710255|89
Marion|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|390|9|91004|11
Marion|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|2698|65|493764|62
Marion|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1474|35|297382|38
Marshall|United States Senate|D-Lisa Johnston|738|20|215270|26
Marshall|United States Senate|L-Michael Wm. Dann|61|2|17437|2
Marshall|United States Senate|F-Joseph (Joe) K. Bellis|32|1|11356|1
Marshall|United States Senate|R-Jerry Moran|2907|78|578768|70
Marshall|United States House of Representatives 001|D-Alan Jilka|946|26|43385|23
Marshall|United States House of Representatives 001|L-Jack Warner|158|4|6415|3
Marshall|United States House of Representatives 001|R-Tim Huelskamp|2534|70|140447|74
Marshall|Governor / Lt. Governor|D-Tom Holland|1079|29|264214|32
Marshall|Governor / Lt. Governor|L-Andrew P. Gray|101|3|21932|3
Marshall|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|68|2|15050|2
Marshall|Governor / Lt. Governor|R-Sam Brownback|2493|67|522540|63
Marshall|Secretary of State|D-Chris Biggs|1317|36|302102|37
Marshall|Secretary of State|L-Phillip Horatio Lucas|72|2|16946|2
Marshall|Secretary of State|F-Derek Langseth|76|2|13482|2
Marshall|Secretary of State|R-Kris Kobach|2194|60|482979|59
Marshall|Attorney General|D-Steve Six|1407|38|342004|42
Marshall|Attorney General|L-Dennis Hawver|135|4|24000|3
Marshall|Attorney General|R-Derek Schmidt|2165|58|453629|55
Marshall|State Treasurer|D-Dennis McKinney|1544|43|334245|41
Marshall|State Treasurer|R-Ron Estes|2046|57|474175|59
Marshall|Kansas House of Representatives 106|L-Philip Skip H. Breitmeyer|544|15|1031|16
Marshall|Kansas House of Representatives 106|R-Sharon Schwartz|2988|85|5635|85
Marshall|Supreme Court Justice- 01|Carol A. Beier  - YES|1880|63|439474|63
Marshall|Supreme Court Justice- 01|Carol A. Beier - NO|1115|37|256806|37
Marshall|Supreme Court Justice- 02|Dan Biles  - YES|1758|61|424952|62
Marshall|Supreme Court Justice- 02|Dan Biles - NO|1130|39|261169|38
Marshall|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1814|63|428828|63
Marshall|Supreme Court Justice- 03|Lawton R. Nuss - NO|1083|37|257019|38
Marshall|Supreme Court Justice- 05|Marla J. Luckert  - YES|1807|62|428714|63
Marshall|Supreme Court Justice- 05|Marla J. Luckert - NO|1090|38|255057|37
Marshall|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|3251|92|710255|89
Marshall|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|277|8|91004|11
Marshall|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|2184|62|493764|62
Marshall|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1321|38|297382|38
McPherson|United States Senate|D-Lisa Johnston|1469|16|215270|26
McPherson|United States Senate|L-Michael Wm. Dann|137|1|17437|2
McPherson|United States Senate|F-Joseph (Joe) K. Bellis|91|1|11356|1
McPherson|United States Senate|R-Jerry Moran|7796|82|578768|70
McPherson|United States House of Representatives 001|D-Alan Jilka|2254|24|43385|23
McPherson|United States House of Representatives 001|L-Jack Warner|250|3|6415|3
McPherson|United States House of Representatives 001|R-Tim Huelskamp|6950|74|140447|74
McPherson|Governor / Lt. Governor|D-Tom Holland|2183|23|264214|32
McPherson|Governor / Lt. Governor|L-Andrew P. Gray|223|2|21932|3
McPherson|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|140|2|15050|2
McPherson|Governor / Lt. Governor|R-Sam Brownback|6903|73|522540|63
McPherson|Secretary of State|D-Chris Biggs|2883|31|302102|37
McPherson|Secretary of State|L-Phillip Horatio Lucas|164|2|16946|2
McPherson|Secretary of State|F-Derek Langseth|139|2|13482|2
McPherson|Secretary of State|R-Kris Kobach|6161|66|482979|59
McPherson|Attorney General|D-Steve Six|3195|34|342004|42
McPherson|Attorney General|L-Dennis Hawver|270|3|24000|3
McPherson|Attorney General|R-Derek Schmidt|5966|63|453629|55
McPherson|State Treasurer|D-Dennis McKinney|3300|36|334245|41
McPherson|State Treasurer|R-Ron Estes|5969|64|474175|59
McPherson|Kansas House of Representatives 074|D-Max L. Smith|617|23|1457|21
McPherson|Kansas House of Representatives 074|R-Don Schroeder|2063|77|5392|79
McPherson|Supreme Court Justice- 01|Carol A. Beier  - YES|4845|61|439474|63
McPherson|Supreme Court Justice- 01|Carol A. Beier - NO|3051|39|256806|37
McPherson|Supreme Court Justice- 02|Dan Biles  - YES|4652|60|424952|62
McPherson|Supreme Court Justice- 02|Dan Biles - NO|3085|40|261169|38
McPherson|Supreme Court Justice- 03|Lawton R. Nuss  - YES|4896|62|428828|63
McPherson|Supreme Court Justice- 03|Lawton R. Nuss - NO|2948|38|257019|38
McPherson|Supreme Court Justice- 05|Marla J. Luckert  - YES|4652|61|428714|63
McPherson|Supreme Court Justice- 05|Marla J. Luckert - NO|3041|40|255057|37
McPherson|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|8084|89|710255|89
McPherson|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|1055|12|91004|11
McPherson|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5725|64|493764|62
McPherson|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3297|37|297382|38
Meade|United States Senate|D-Lisa Johnston|98|7|215270|26
Meade|United States Senate|L-Michael Wm. Dann|10|1|17437|2
Meade|United States Senate|F-Joseph (Joe) K. Bellis|19|1|11356|1
Meade|United States Senate|R-Jerry Moran|1333|91|578768|70
Meade|United States House of Representatives 001|D-Alan Jilka|189|13|43385|23
Meade|United States House of Representatives 001|L-Jack Warner|47|3|6415|3
Meade|United States House of Representatives 001|R-Tim Huelskamp|1223|84|140447|74
Meade|Governor / Lt. Governor|D-Tom Holland|180|12|264214|32
Meade|Governor / Lt. Governor|L-Andrew P. Gray|28|2|21932|3
Meade|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|15|1|15050|2
Meade|Governor / Lt. Governor|R-Sam Brownback|1248|85|522540|63
Meade|Secretary of State|D-Chris Biggs|275|12|302102|37
Meade|Secretary of State|L-Phillip Horatio Lucas|26|1|16946|2
Meade|Secretary of State|F-Derek Langseth|27|1|13482|2
Meade|Secretary of State|R-Kris Kobach|2003|86|482979|59
Meade|Attorney General|D-Steve Six|310|22|342004|42
Meade|Attorney General|L-Dennis Hawver|32|2|24000|3
Meade|Attorney General|R-Derek Schmidt|1097|76|453629|55
Meade|State Treasurer|D-Dennis McKinney|462|32|334245|41
Meade|State Treasurer|R-Ron Estes|975|68|474175|59
Meade|Supreme Court Justice- 01|Carol A. Beier  - YES|694|58|439474|63
Meade|Supreme Court Justice- 01|Carol A. Beier - NO|504|42|256806|37
Meade|Supreme Court Justice- 02|Dan Biles  - YES|659|57|424952|62
Meade|Supreme Court Justice- 02|Dan Biles - NO|508|44|261169|38
Meade|Supreme Court Justice- 03|Lawton R. Nuss  - YES|661|57|428828|63
Meade|Supreme Court Justice- 03|Lawton R. Nuss - NO|506|43|257019|38
Meade|Supreme Court Justice- 05|Marla J. Luckert  - YES|641|56|428714|63
Meade|Supreme Court Justice- 05|Marla J. Luckert - NO|514|45|255057|37
Meade|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1366|96|710255|89
Meade|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|57|4|91004|11
Meade|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|862|63|493764|62
Meade|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|518|38|297382|38
Miami|United States Senate|D-Lisa Johnston|2279|23|215270|26
Miami|United States Senate|L-Michael Wm. Dann|223|2|17437|2
Miami|United States Senate|F-Joseph (Joe) K. Bellis|164|2|11356|1
Miami|United States Senate|R-Jerry Moran|7243|73|578768|70
Miami|United States House of Representatives 002|D-Cheryl Hudspeth|2124|22|65448|32
Miami|United States House of Representatives 002|L-Robert Garrard|478|5|9166|5
Miami|United States House of Representatives 002|R-Lynn Jenkins|7221|74|128083|63
Miami|Governor / Lt. Governor|D-Tom Holland|2527|26|264214|32
Miami|Governor / Lt. Governor|L-Andrew P. Gray|257|3|21932|3
Miami|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|183|2|15050|2
Miami|Governor / Lt. Governor|R-Sam Brownback|6951|70|522540|63
Miami|Secretary of State|D-Chris Biggs|2645|27|302102|37
Miami|Secretary of State|L-Phillip Horatio Lucas|247|3|16946|2
Miami|Secretary of State|F-Derek Langseth|171|2|13482|2
Miami|Secretary of State|R-Kris Kobach|6776|69|482979|59
Miami|Attorney General|D-Steve Six|3431|35|342004|42
Miami|Attorney General|L-Dennis Hawver|319|3|24000|3
Miami|Attorney General|R-Derek Schmidt|6094|62|453629|55
Miami|State Treasurer|D-Dennis McKinney|3429|35|334245|41
Miami|State Treasurer|R-Ron Estes|6350|65|474175|59
Miami|Supreme Court Justice- 01|Carol A. Beier  - YES|4786|55|439474|63
Miami|Supreme Court Justice- 01|Carol A. Beier - NO|3963|45|256806|37
Miami|Supreme Court Justice- 02|Dan Biles  - YES|4568|53|424952|62
Miami|Supreme Court Justice- 02|Dan Biles - NO|4049|47|261169|38
Miami|Supreme Court Justice- 03|Lawton R. Nuss  - YES|4569|53|428828|63
Miami|Supreme Court Justice- 03|Lawton R. Nuss - NO|4001|47|257019|38
Miami|Supreme Court Justice- 05|Marla J. Luckert  - YES|4581|54|428714|63
Miami|Supreme Court Justice- 05|Marla J. Luckert - NO|3969|46|255057|37
Miami|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|9247|94|710255|89
Miami|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|614|6|91004|11
Miami|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5760|59|493764|62
Miami|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3979|41|297382|38
Mitchell|United States Senate|D-Lisa Johnston|199|9|215270|26
Mitchell|United States Senate|L-Michael Wm. Dann|36|2|17437|2
Mitchell|United States Senate|F-Joseph (Joe) K. Bellis|14|1|11356|1
Mitchell|United States Senate|R-Jerry Moran|1959|89|578768|70
Mitchell|United States House of Representatives 001|D-Alan Jilka|480|22|43385|23
Mitchell|United States House of Representatives 001|L-Jack Warner|75|3|6415|3
Mitchell|United States House of Representatives 001|R-Tim Huelskamp|1630|75|140447|74
Mitchell|Governor / Lt. Governor|D-Tom Holland|407|19|264214|32
Mitchell|Governor / Lt. Governor|L-Andrew P. Gray|61|3|21932|3
Mitchell|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|31|1|15050|2
Mitchell|Governor / Lt. Governor|R-Sam Brownback|1697|77|522540|63
Mitchell|Secretary of State|D-Chris Biggs|613|28|302102|37
Mitchell|Secretary of State|L-Phillip Horatio Lucas|50|2|16946|2
Mitchell|Secretary of State|F-Derek Langseth|28|1|13482|2
Mitchell|Secretary of State|R-Kris Kobach|1485|68|482979|59
Mitchell|Attorney General|D-Steve Six|691|31|342004|42
Mitchell|Attorney General|L-Dennis Hawver|58|3|24000|3
Mitchell|Attorney General|R-Derek Schmidt|1456|66|453629|55
Mitchell|State Treasurer|D-Dennis McKinney|771|36|334245|41
Mitchell|State Treasurer|R-Ron Estes|1388|64|474175|59
Mitchell|Supreme Court Justice- 01|Carol A. Beier  - YES|1143|61|439474|63
Mitchell|Supreme Court Justice- 01|Carol A. Beier - NO|729|39|256806|37
Mitchell|Supreme Court Justice- 02|Dan Biles  - YES|1095|59|424952|62
Mitchell|Supreme Court Justice- 02|Dan Biles - NO|749|41|261169|38
Mitchell|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1155|62|428828|63
Mitchell|Supreme Court Justice- 03|Lawton R. Nuss - NO|715|38|257019|38
Mitchell|Supreme Court Justice- 05|Marla J. Luckert  - YES|1116|60|428714|63
Mitchell|Supreme Court Justice- 05|Marla J. Luckert - NO|731|40|255057|37
Mitchell|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2080|95|710255|89
Mitchell|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|109|5|91004|11
Mitchell|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1361|65|493764|62
Mitchell|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|743|35|297382|38
Montgomery|United States Senate|D-Lisa Johnston|1886|21|215270|26
Montgomery|United States Senate|L-Michael Wm. Dann|171|2|17437|2
Montgomery|United States Senate|F-Joseph (Joe) K. Bellis|174|2|11356|1
Montgomery|United States Senate|R-Jerry Moran|6788|75|578768|70
Montgomery|United States House of Representatives 004|D-Raj Goyle|1995|22|71866|36
Montgomery|United States House of Representatives 004|L-Shawn Smith|189|2|4487|2
Montgomery|United States House of Representatives 004|F-Susan G. Ducey|205|2|4885|3
Montgomery|United States House of Representatives 004|R-Mike Pompeo|6651|74|117171|59
Montgomery|Governor / Lt. Governor|D-Tom Holland|2019|22|264214|32
Montgomery|Governor / Lt. Governor|L-Andrew P. Gray|175|2|21932|3
Montgomery|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|224|3|15050|2
Montgomery|Governor / Lt. Governor|R-Sam Brownback|6639|73|522540|63
Montgomery|Secretary of State|D-Chris Biggs|2104|24|302102|37
Montgomery|Secretary of State|L-Phillip Horatio Lucas|248|3|16946|2
Montgomery|Secretary of State|F-Derek Langseth|183|2|13482|2
Montgomery|Secretary of State|R-Kris Kobach|6431|72|482979|59
Montgomery|Attorney General|D-Steve Six|1720|19|342004|42
Montgomery|Attorney General|L-Dennis Hawver|195|2|24000|3
Montgomery|Attorney General|R-Derek Schmidt|7190|79|453629|55
Montgomery|State Treasurer|D-Dennis McKinney|2536|29|334245|41
Montgomery|State Treasurer|R-Ron Estes|6345|71|474175|59
Montgomery|Kansas House of Representatives 012|D-Troy Bell|541|15|854|15
Montgomery|Kansas House of Representatives 012|R-Jeff King|3180|86|4811|85
Montgomery|Member, State Board of Education 009|D-Robert E. Medford|1819|21|22129|32
Montgomery|Member, State Board of Education 009|R-Jana Shaver|7050|80|48156|69
Montgomery|Supreme Court Justice- 01|Carol A. Beier  - YES|4486|57|439474|63
Montgomery|Supreme Court Justice- 01|Carol A. Beier - NO|3324|43|256806|37
Montgomery|Supreme Court Justice- 02|Dan Biles  - YES|4282|56|424952|62
Montgomery|Supreme Court Justice- 02|Dan Biles - NO|3376|44|261169|38
Montgomery|Supreme Court Justice- 03|Lawton R. Nuss  - YES|4350|57|428828|63
Montgomery|Supreme Court Justice- 03|Lawton R. Nuss - NO|3318|43|257019|38
Montgomery|Supreme Court Justice- 05|Marla J. Luckert  - YES|4316|57|428714|63
Montgomery|Supreme Court Justice- 05|Marla J. Luckert - NO|3295|43|255057|37
Montgomery|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|8156|93|710255|89
Montgomery|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|580|7|91004|11
Montgomery|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5194|60|493764|62
Montgomery|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3503|40|297382|38
Morris|United States Senate|D-Lisa Johnston|311|15|215270|26
Morris|United States Senate|L-Michael Wm. Dann|42|2|17437|2
Morris|United States Senate|F-Joseph (Joe) K. Bellis|33|2|11356|1
Morris|United States Senate|R-Jerry Moran|1677|81|578768|70
Morris|United States House of Representatives 001|D-Alan Jilka|471|23|43385|23
Morris|United States House of Representatives 001|L-Jack Warner|76|4|6415|3
Morris|United States House of Representatives 001|R-Tim Huelskamp|1483|73|140447|74
Morris|Governor / Lt. Governor|D-Tom Holland|543|26|264214|32
Morris|Governor / Lt. Governor|L-Andrew P. Gray|74|4|21932|3
Morris|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|56|3|15050|2
Morris|Governor / Lt. Governor|R-Sam Brownback|1384|67|522540|63
Morris|Secretary of State|D-Chris Biggs|726|36|302102|37
Morris|Secretary of State|L-Phillip Horatio Lucas|34|2|16946|2
Morris|Secretary of State|F-Derek Langseth|34|2|13482|2
Morris|Secretary of State|R-Kris Kobach|1242|61|482979|59
Morris|Attorney General|D-Steve Six|757|37|342004|42
Morris|Attorney General|L-Dennis Hawver|55|3|24000|3
Morris|Attorney General|R-Derek Schmidt|1236|60|453629|55
Morris|State Treasurer|D-Dennis McKinney|784|39|334245|41
Morris|State Treasurer|R-Ron Estes|1234|61|474175|59
Morris|Kansas Senate 017|D-Jerry Karr|746|37|8108|44
Morris|Kansas Senate 017|R-Jeff Longbine|1278|63|10475|56
Morris|Member, State Board of Education 009|D-Robert E. Medford|418|22|22129|32
Morris|Member, State Board of Education 009|R-Jana Shaver|1522|79|48156|69
Morris|Supreme Court Justice- 01|Carol A. Beier  - YES|1027|61|439474|63
